Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
682600c4d4f2ed5a8a934d9f,65ecbbfd7c441da2b07a6faa,APPROVED,Not Applicable,2025-05-15T14:57:13.268000Z,2025-05-15T15:02:40.601000Z,2025-05-22T17:32:38.458000Z,2025-05-15T15:02:41.523906Z,328.0,CJYS1MGD,1434,English,35,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
682600d2d25ebc41094d6ba8,67686162ff8e505d86353187,APPROVED,Not Applicable,2025-05-15T14:57:27.404000Z,2025-05-15T15:05:50.586000Z,2025-05-22T17:31:11.334000Z,2025-05-15T15:05:51.481901Z,504.0,CJYS1MGD,519,"English, French",28,Female,Black,United States,United States,United States,English,No,Full-Time
682600d7dfc38f7906a7d178,67253674cbd9660a78160144,APPROVED,Not Applicable,2025-05-15T14:57:30.644000Z,2025-05-15T15:07:53Z,2025-05-22T17:32:54.696000Z,2025-05-15T15:07:53.922169Z,623.0,CJYS1MGD,140,"Arabic, English, French",47,Male,White,Algeria,United States,United States,English,No,Unemployed (and job seeking)
682600d9f44834bd4e3eaaac,67d3b49259e028491a5de44c,APPROVED,Not Applicable,2025-05-15T14:58:18.606000Z,2025-05-15T15:07:59.864000Z,2025-05-22T17:32:32.488000Z,2025-05-15T15:08:00.831543Z,582.0,CJYS1MGD,511,English,33,Male,White,United States,United States,United States,English,No,Full-Time
682600e1bb5442340d27f626,660338e4a1acbad65a2955ec,APPROVED,Not Applicable,2025-05-15T15:01:57.025000Z,2025-05-15T15:10:44.419000Z,2025-05-22T17:32:43.303000Z,2025-05-15T15:10:45.425430Z,528.0,CJYS1MGD,2337,English,30,Female,White,United States,United States,United States,English,No,Full-Time
682600e4607c91cae666e0b7,67a5f11bc9d44aa78232f05c,APPROVED,Not Applicable,2025-05-15T14:57:47.363000Z,2025-05-15T15:09:13.748000Z,2025-05-22T17:32:16.640000Z,2025-05-15T15:09:14.546713Z,687.0,CJYS1MGD,831,English,75,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
682600f640b52327c7c9585c,655f97cd4f1c17ae262fd0fa,APPROVED,Not Applicable,2025-05-15T14:58:01.647000Z,2025-05-15T15:06:09.063000Z,2025-05-22T17:31:11.753000Z,2025-05-15T15:06:09.979178Z,488.0,CJYS1MGD,3562,"English, Other",31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
682600f950efb64009ba8047,673a4a4738521c3458ee43fb,APPROVED,Not Applicable,2025-05-15T15:00:28.524000Z,2025-05-15T15:09:03.400000Z,2025-05-22T17:31:22.939000Z,2025-05-15T15:09:04.419325Z,515.0,CJYS1MGD,993,"English, Swahili",35,Male,Black,Kenya,United States,United States,English,No,Full-Time
682600f96fd3ab32c3bba228,5c663cd56fdc87000162e255,APPROVED,Not Applicable,2025-05-15T14:58:01.090000Z,2025-05-15T15:06:12.977000Z,2025-05-22T17:32:32.848000Z,2025-05-15T15:06:14.142411Z,492.0,CJYS1MGD,9767,English,27,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
682600fae6237147f7b0e035,67cd94b40682dece16344252,APPROVED,Not Applicable,2025-05-15T14:58:02.489000Z,2025-05-15T15:13:19.348000Z,2025-05-22T17:32:33.157000Z,2025-05-15T15:13:20.306459Z,917.0,CJYS1MGD,280,English,30,Male,White,United States,United States,United States,English,Yes,Part-Time
682601069afd8f85e19e57db,682351e5764c5a12a75e2129,APPROVED,Not Applicable,2025-05-15T14:58:22.225000Z,2025-05-15T15:12:11.199000Z,2025-05-22T17:31:42.735000Z,2025-05-15T15:12:12.096419Z,829.0,CJYS1MGD,21,English,24,Female,Black,South Africa,United States,United States,English,No,Part-Time
6826010814daaa3dd0499aa6,6786ef06b18cba5787ac1aa8,APPROVED,Not Applicable,2025-05-15T14:58:44.316000Z,2025-05-15T15:08:31.602000Z,2025-05-22T17:31:27.446000Z,2025-05-15T15:20:12.532393Z,588.0,CJYS1MGD,403,English,41,Female,Black,United States,United States,United States,English,No,Full-Time
6826010a66f0903bbdbf3d0c,655f9bb3070d42d4bc67e866,APPROVED,Not Applicable,2025-05-15T14:58:31.769000Z,2025-05-15T15:03:33.571000Z,2025-05-22T17:31:12.275000Z,2025-05-15T15:03:34.418778Z,302.0,CJYS1MGD,2009,English,26,Female,Black,United States,United States,United States,English,No,Full-Time
6826012a9afd8f85e19e57e1,680ea31a5d3112894ff2b067,APPROVED,Not Applicable,2025-05-15T14:59:03.984000Z,2025-05-15T15:02:14.917000Z,2025-05-22T17:32:43.620000Z,2025-05-15T15:02:15.764148Z,191.0,CJYS1MGD,147,English,32,Female,White,United States,United States,United States,English,No,Full-Time
68260130c13032edab6f32fd,661b3eeea891251d71cf97d5,APPROVED,Not Applicable,2025-05-15T14:59:43.934000Z,2025-05-15T15:08:16.567000Z,2025-05-22T17:31:07.884000Z,2025-05-15T15:08:17.383202Z,513.0,CJYS1MGD,1537,"English, Swahili",33,Male,Black,Kenya,United States,United States,English,Yes,Full-Time
682601666dab154a65378032,673fd65df63a840769d58897,APPROVED,Not Applicable,2025-05-15T15:00:03.209000Z,2025-05-15T15:07:32.935000Z,2025-05-22T17:31:27.925000Z,2025-05-15T15:07:33.928363Z,450.0,CJYS1MGD,1353,English,38,Female,Black,United States,United States,United States,English,No,Full-Time
682601a0e6237147f7b0e04d,67c63afd19ef46deb942f263,APPROVED,Not Applicable,2025-05-15T15:00:56.215000Z,2025-05-15T15:10:17.983000Z,2025-05-22T17:31:12.741000Z,2025-05-15T15:10:18.857302Z,562.0,CJYS1MGD,623,English,27,Female,Black,United States,United States,United States,English,No,Part-Time
682601b14dc38c6857b5aa6b,67ef1974a5029de6ca1006fc,APPROVED,Not Applicable,2025-05-15T15:01:19.052000Z,2025-05-15T15:06:58.469000Z,2025-05-22T17:31:08.398000Z,2025-05-15T15:06:59.356259Z,340.0,CJYS1MGD,735,English,28,Male,Black,United States,United States,United States,English,No,Part-Time
682601b21dc75546fb0b5b56,5640c041074be6000a5e997e,APPROVED,Not Applicable,2025-05-15T15:03:06.508000Z,2025-05-15T15:17:52.745000Z,2025-05-22T17:32:43.948000Z,2025-05-15T15:17:53.686159Z,887.0,CJYS1MGD,935,English,32,Female,White,United States,United States,United States,English,Yes,Part-Time
682601c39462f2edd449595c,673a45234c5d639c22265c51,APPROVED,Not Applicable,2025-05-15T15:01:31.967000Z,2025-05-15T15:12:46.840000Z,2025-05-22T17:32:47.993000Z,2025-05-15T15:12:47.693222Z,675.0,CJYS1MGD,426,English,42,Female,White,United States,United States,United States,English,No,Part-Time
682601ec0c8a88a0650deb4b,6772be1363ec1102cc8bc48d,APPROVED,Not Applicable,2025-05-15T15:02:10.566000Z,2025-05-15T15:08:05.299000Z,2025-05-22T17:31:35.536000Z,2025-05-15T15:08:06.133079Z,355.0,CJYS1MGD,981,English,45,Female,Mixed,United States,United States,United States,English,No,Other
682601ef35c1705cc7cceb5a,682394e6a122eee9724fc51d,APPROVED,Not Applicable,2025-05-15T15:02:19.711000Z,2025-05-15T15:08:52.286000Z,2025-05-22T17:32:55.019000Z,2025-05-15T15:08:53.302043Z,393.0,CJYS1MGD,35,English,52,Male,White,United States,United States,United States,English,No,Full-Time
682601f8b2746a858f02338e,5c82da3d1dcc91001491b639,APPROVED,Not Applicable,2025-05-15T15:02:22.092000Z,2025-05-15T15:11:40.137000Z,2025-05-22T17:32:59.436000Z,2025-05-15T15:11:41.100972Z,559.0,CJYS1MGD,1415,English,51,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6826021340b52327c7c9588d,6734c699d11234d19b0be0ec,APPROVED,Not Applicable,2025-05-15T15:02:52.925000Z,2025-05-15T15:06:33.425000Z,2025-05-22T17:32:33.478000Z,2025-05-15T15:06:34.336818Z,221.0,CJYS1MGD,1012,English,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6826023386dc468eb8eb063b,659584067824b64f084b6c76,APPROVED,Not Applicable,2025-05-15T15:04:12.801000Z,2025-05-15T15:08:06.556000Z,2025-05-22T17:31:47.652000Z,2025-05-15T15:08:07.532942Z,234.0,CJYS1MGD,1191,"English, Vietnamese",35,Female,Asian,Vietnam,United States,United States,Vietnamese,No,Full-Time
6826023ba706bb26f7d51038,6811dfb624e0c34cfe6d1e2b,APPROVED,Not Applicable,2025-05-15T15:03:38.151000Z,2025-05-15T15:16:41.055000Z,2025-05-22T17:32:17.037000Z,2025-05-15T15:16:42.244263Z,783.0,CJYS1MGD,42,English,58,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
682602657022aa4695709ee3,674b42e0550b2d74028f16f2,APPROVED,Not Applicable,2025-05-15T15:04:10.468000Z,2025-05-15T15:11:00.687000Z,2025-05-22T17:32:55.364000Z,2025-05-15T15:11:01.788886Z,411.0,CJYS1MGD,897,English,50,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6826026cf7da4f2a26a0a3dc,67edb75b0744561f1cf6ff9d,APPROVED,Not Applicable,2025-05-15T15:04:32.998000Z,2025-05-15T15:09:13.834000Z,2025-05-22T17:32:59.735000Z,2025-05-15T15:09:14.688905Z,281.0,CJYS1MGD,462,English,51,Female,White,United States,United States,Italy,English,No,Full-Time
682602af8e2ddfe1189f2441,67db775487217185bae3c844,APPROVED,Not Applicable,2025-05-15T15:05:30.757000Z,2025-05-15T15:13:52.367000Z,2025-05-22T17:33:00.085000Z,2025-05-15T15:13:53.370215Z,502.0,CJYS1MGD,399,English,45,Female,White,United States,United States,United States,English,No,Full-Time
682602d21dc75546fb0b5b75,673901e7ad5a83e48d989ff3,APPROVED,Not Applicable,2025-05-15T15:06:04.813000Z,2025-05-15T15:07:24.084000Z,2025-05-22T17:31:02.356000Z,2025-05-15T15:07:24.938977Z,80.0,CJYS1MGD,850,English,57,Male,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
682602e166471c4f86258fd6,5d58b018a0c0940001a47057,APPROVED,Not Applicable,2025-05-15T15:06:25.067000Z,2025-05-15T15:26:43.218000Z,2025-05-22T17:33:00.399000Z,2025-05-15T15:26:44.193097Z,1219.0,CJYS1MGD,2735,English,50,Female,White,United States,United States,United States,English,No,Part-Time
682602e5ad8758ca7c30fd7d,67d3047928d1b4f6d6f90ca2,APPROVED,Not Applicable,2025-05-15T15:06:12.992000Z,2025-05-15T15:10:14.680000Z,2025-05-22T17:32:33.844000Z,2025-05-15T15:10:15.559953Z,242.0,CJYS1MGD,853,English,28,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
682602fb3e2c7fb9b328f400,67e7104b9a192e805dad4634,APPROVED,Not Applicable,2025-05-15T15:06:47.908000Z,2025-05-15T15:12:27.688000Z,2025-05-22T17:32:17.368000Z,2025-05-15T15:12:28.480201Z,340.0,CJYS1MGD,518,English,73,Male,White,United States,United States,United States,English,No,Full-Time
68260312e082c3f49905aca6,5fd0dc0d8dae67016ed65a54,APPROVED,Not Applicable,2025-05-15T15:07:06.563000Z,2025-05-15T15:13:09.309000Z,2025-05-22T17:32:34.149000Z,2025-05-15T15:13:10.129324Z,363.0,CJYS1MGD,8816,English,34,Male,White,United States,United States,United States,English,No,Full-Time
68260312f2495d17ed8afde5,67322550bd5dfa0cd2958366,APPROVED,Not Applicable,2025-05-15T15:07:04.667000Z,2025-05-15T15:17:18.603000Z,2025-05-22T17:32:38.776000Z,2025-05-15T15:17:19.304183Z,614.0,CJYS1MGD,1377,English,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6826032cee1e86f85208a5d0,673b5af372053fd337ec2b07,APPROVED,Not Applicable,2025-05-15T15:07:53.841000Z,2025-05-15T15:20:42.916000Z,2025-05-22T17:31:58.775000Z,2025-05-15T15:20:43.653479Z,770.0,CJYS1MGD,1272,English,65,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6826034913f7b1624b38aa1d,5c23c03889f035000173d7d7,APPROVED,Not Applicable,2025-05-15T15:07:53.016000Z,2025-05-15T15:19:01.098000Z,2025-05-22T17:31:45.561000Z,2025-05-15T15:19:01.958886Z,669.0,CJYS1MGD,10352,English,32,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6826034f51e4c004bcf5589a,67d48b7362db1d5aa25093c4,APPROVED,Not Applicable,2025-05-15T15:08:15.903000Z,2025-05-15T15:17:16.569000Z,2025-05-22T17:32:34.471000Z,2025-05-15T15:17:17.317906Z,541.0,CJYS1MGD,521,English,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
68260357b66430639922ea15,674b46b00690584bddd6e33b,APPROVED,Not Applicable,2025-05-15T15:08:17.739000Z,2025-05-15T15:11:18.998000Z,2025-05-22T17:33:09.145000Z,2025-05-15T15:11:19.818251Z,182.0,CJYS1MGD,1261,English,23,Female,White,United States,United States,United States,English,No,Full-Time
682603591234ea7c0ce53d67,5e6439d24659d01c218bcbc9,APPROVED,Not Applicable,2025-05-15T15:08:37.226000Z,2025-05-15T15:13:36.906000Z,2025-05-22T17:32:44.253000Z,2025-05-15T15:13:37.793094Z,300.0,CJYS1MGD,785,English,26,Female,White,United States,United States,United States,English,No,Full-Time
68260360ec553910b3aa4f1e,66bcffc3e6f77501141b3d0f,APPROVED,Not Applicable,2025-05-15T15:08:16.637000Z,2025-05-15T15:17:22.311000Z,2025-05-22T17:32:39.073000Z,2025-05-15T15:17:23.096601Z,546.0,CJYS1MGD,1555,"English, Spanish",37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6826036f0435da677a0b89a6,5dbaded2af6b8e0e8c3632ed,APPROVED,Not Applicable,2025-05-15T15:08:31.597000Z,2025-05-15T15:15:05.475000Z,2025-05-22T17:32:39.416000Z,2025-05-15T15:15:06.393505Z,394.0,CJYS1MGD,4783,English,44,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6826038522275aff80486706,6740d653cdcb761549cf2b7b,APPROVED,Not Applicable,2025-05-15T15:08:53.050000Z,2025-05-15T15:12:14.102000Z,2025-05-22T17:31:08.798000Z,2025-05-15T15:12:17.018192Z,202.0,CJYS1MGD,1109,English,27,Male,Black,United States,United States,United States,English,No,Full-Time
682603902f6c9f35f8bba26e,67d8c57426d3c8cb84cea60e,APPROVED,Not Applicable,2025-05-15T15:09:16.726000Z,2025-05-15T15:14:14.286000Z,2025-05-22T17:31:43.239000Z,2025-05-15T15:14:15.166185Z,298.0,CJYS1MGD,511,English,20,Female,Black,United States,United States,United States,English,No,Full-Time
682603990b95635ffed80ee2,66cb6abbf0a15bddb08767d5,APPROVED,Not Applicable,2025-05-15T15:09:13.800000Z,2025-05-15T15:18:13.581000Z,2025-05-22T17:32:55.700000Z,2025-05-15T15:18:14.418709Z,540.0,CJYS1MGD,1310,English,50,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
6826039ba33c6748678a0a65,6782b2f4bd70e1c0a9a36590,APPROVED,Not Applicable,2025-05-15T15:09:22.176000Z,2025-05-15T15:14:27.354000Z,2025-05-22T17:32:34.806000Z,2025-05-15T15:14:28.279080Z,306.0,CJYS1MGD,784,English,33,Male,White,United States,United States,United States,English,No,Full-Time
682603dc0620647d2621efbc,647a791065c6c348a325ab54,APPROVED,Not Applicable,2025-05-15T15:10:29.814000Z,2025-05-15T15:16:55.421000Z,2025-05-22T17:31:59.397000Z,2025-05-15T15:16:56.179457Z,386.0,CJYS1MGD,1408,English,60,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
682603de2062c287c9f289cb,6296290ec41bde1525dbb77e,APPROVED,Not Applicable,2025-05-15T15:10:28.313000Z,2025-05-15T15:19:14.703000Z,2025-05-22T17:32:39.724000Z,2025-05-15T15:19:15.573155Z,527.0,CJYS1MGD,4547,English,39,Male,White,United States,United States,United States,English,No,Part-Time
682603e0abed0adb21fc4803,66c215f37fb5c5aced53c73e,APPROVED,Not Applicable,2025-05-15T15:10:35.662000Z,2025-05-15T15:34:18.906000Z,2025-05-22T17:32:35.112000Z,2025-05-15T15:34:19.783368Z,1424.0,CJYS1MGD,1365,"Tagalog-Filipino, Spanish, English",34,Male,White,United States,United States,United States,English,No,Full-Time
682603f46aedb32b6387c47c,5d8b32e664ac880018630273,APPROVED,Not Applicable,2025-05-15T15:10:44.491000Z,2025-05-15T15:18:09.622000Z,2025-05-22T17:32:35.425000Z,2025-05-15T15:18:10.349068Z,446.0,CJYS1MGD,4939,English,31,Male,White,United States,United States,United States,English,No,Part-Time
682604058b42ce13d51b41dd,5eed3df84fcaa015f3e06637,APPROVED,Not Applicable,2025-05-15T15:18:22.414000Z,2025-05-15T15:35:33.928000Z,2025-05-22T17:32:56.038000Z,2025-05-15T15:35:34.945377Z,1032.0,CJYS1MGD,958,English,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6826042c9e5905679c96b265,607c9f94cc974d4ea1dc22c8,APPROVED,Not Applicable,2025-05-15T15:11:45.915000Z,2025-05-15T15:24:29.390000Z,2025-05-22T17:32:17.683000Z,2025-05-15T15:24:30.226245Z,764.0,CJYS1MGD,4942,English,68,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6826042cde6295141eee7064,65da5ea53cf757c346ee5b18,APPROVED,Not Applicable,2025-05-15T15:11:44.514000Z,2025-05-15T15:17:22.355000Z,2025-05-22T17:32:35.722000Z,2025-05-15T15:17:23.588790Z,338.0,CJYS1MGD,2815,"English, Spanish",28,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6826044b42ec0c8d94b0a03c,671e3bfd39d6c9c60589ebec,APPROVED,Not Applicable,2025-05-15T15:12:18.931000Z,2025-05-15T15:15:47.491000Z,2025-05-22T17:33:00.734000Z,2025-05-15T15:15:48.215473Z,209.0,CJYS1MGD,1157,English,46,Female,White,United States,United States,United States,English,No,Full-Time
6826044fc13f48c36194c38b,680ec20c2c04f66e462e3c5c,APPROVED,Not Applicable,2025-05-15T15:12:22.031000Z,2025-05-15T15:30:32.557000Z,2025-05-22T17:31:59.755000Z,2025-05-15T15:30:33.381558Z,1091.0,CJYS1MGD,88,English,72,Female,White,United States,United States,United States,English,No,Other
6826045c7d5872627e2ce5d6,581e0aee4182b600017307ea,APPROVED,Not Applicable,2025-05-15T15:12:51.879000Z,2025-05-15T15:25:39.536000Z,2025-05-22T17:32:56.556000Z,2025-05-15T15:25:40.248825Z,768.0,CJYS1MGD,8221,English,52,Male,White,United States,United States,United States,English,No,Part-Time
6826048b8c807fc436536e32,6738ebefb44d56e59f807d64,APPROVED,Not Applicable,2025-05-15T15:19:41.247000Z,2025-05-15T15:27:29.487000Z,2025-05-22T17:33:01.118000Z,2025-05-15T15:27:30.457989Z,469.0,CJYS1MGD,632,English,46,Female,White,United States,United States,United States,English,Yes,Part-Time
6826049042ec0c8d94b0a05f,60fd6618f9a377f54dcdf318,APPROVED,Not Applicable,2025-05-15T15:16:26.012000Z,2025-05-15T15:24:51.595000Z,2025-05-22T17:31:26.195000Z,2025-05-15T15:24:52.421525Z,506.0,CJYS1MGD,10339,English,39,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
682604a297a3640f6ae33311,663d0e210e239265b07238f1,APPROVED,Not Applicable,2025-05-15T15:13:49.063000Z,2025-05-15T15:18:23.523000Z,2025-05-22T17:31:26.607000Z,2025-05-15T15:18:24.300943Z,275.0,CJYS1MGD,439,English,36,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
682604f98305a394a972cac4,67acea60283b9ad009444b49,APPROVED,Not Applicable,2025-05-15T15:15:12.771000Z,2025-05-15T15:25:39.667000Z,2025-05-22T17:32:44.568000Z,2025-05-15T15:25:40.564564Z,627.0,CJYS1MGD,529,English,29,Female,White,United States,United States,United States,English,No,Full-Time
682604fbdfb9294a648df9af,5c553e0ad3cc6b0001d98fd3,APPROVED,Not Applicable,2025-05-15T15:15:07.311000Z,2025-05-15T15:24:03.112000Z,2025-05-22T17:33:01.572000Z,2025-05-15T15:24:03.943080Z,536.0,CJYS1MGD,735,English,53,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
682605591157063693f562a1,5cd08e2ff59e0a0013563602,APPROVED,Not Applicable,2025-05-15T15:16:45.826000Z,2025-05-15T15:28:57.952000Z,2025-05-22T17:32:40.032000Z,2025-05-15T15:28:58.815308Z,733.0,CJYS1MGD,8682,"English, French, Spanish",37,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6826055c741efec5e2192fb3,67d8b5e7ceb82869824198a2,APPROVED,Not Applicable,2025-05-15T15:16:49.812000Z,2025-05-15T15:28:57.527000Z,2025-05-22T17:32:00.137000Z,2025-05-15T15:28:58.295149Z,728.0,CJYS1MGD,1012,English,63,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
682605679a9b8dc2b3a0dac3,5f85bcb11941de066ef7d941,APPROVED,Not Applicable,2025-05-15T15:17:08.572000Z,2025-05-15T15:22:11.422000Z,2025-05-22T17:32:40.332000Z,2025-05-15T15:22:12.242181Z,303.0,CJYS1MGD,736,English,35,Male,White,United States,United States,United States,English,No,Full-Time
6826056a7af0b8247a91773f,6117efedb574017076d5b499,APPROVED,Not Applicable,2025-05-15T15:19:43.024000Z,2025-05-15T15:28:51.485000Z,2025-05-22T17:32:44.894000Z,2025-05-15T15:28:52.431688Z,549.0,CJYS1MGD,3428,English,32,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6826057c6db7122afd3514df,6637b21240220c2517fffa1a,APPROVED,Not Applicable,2025-05-15T15:17:49.017000Z,2025-05-15T15:25:42.743000Z,2025-05-22T17:32:00.479000Z,2025-05-15T15:25:43.548849Z,474.0,CJYS1MGD,2672,English,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
682605820b12cfc930a84ac6,5e39d872793a082024d9cf18,APPROVED,Not Applicable,2025-05-15T15:18:19.825000Z,2025-05-15T15:24:26.435000Z,2025-05-22T17:32:40.667000Z,2025-05-15T15:24:27.174656Z,367.0,CJYS1MGD,9949,English,44,Male,White,United States,United States,United States,English,Yes,Full-Time
682605837323a31e5403af97,5d803d51aa53f30015ce5b77,APPROVED,Not Applicable,2025-05-15T15:17:26.989000Z,2025-05-15T15:22:01.441000Z,2025-05-22T17:31:46.057000Z,2025-05-15T15:22:02.204978Z,275.0,CJYS1MGD,1078,"Chinese, English",32,Female,Asian,Hong Kong,United States,United States,English,No,Full-Time
68260583cb7424e6db817450,6671c66b6e4bc111961291ae,APPROVED,Not Applicable,2025-05-15T15:17:27.691000Z,2025-05-15T15:26:05.505000Z,2025-05-22T17:32:36.037000Z,2025-05-15T15:26:06.313076Z,518.0,CJYS1MGD,1397,English,27,Male,White,United States,United States,United States,English,No,Full-Time
682605a013d02f4182776087,66f729df50af5520146faa1c,APPROVED,Not Applicable,2025-05-15T15:18:02.067000Z,2025-05-15T15:24:15.705000Z,2025-05-22T17:32:57.033000Z,2025-05-15T15:24:16.426991Z,374.0,CJYS1MGD,804,English,50,Male,White,United States,United States,United States,English,No,Full-Time
682605b1c04848d370592ceb,67cc685deb5f04f1fa1ed641,APPROVED,Not Applicable,2025-05-15T15:18:09.650000Z,2025-05-15T15:30:43.134000Z,2025-05-22T17:32:45.199000Z,2025-05-15T15:30:44.024885Z,754.0,CJYS1MGD,1131,English,30,Female,White,United States,United States,United States,English,No,Part-Time
